song_id	year_end_score	is_pop	year
4gB7HrYHbJVJ5RFOjxmoq4	1285	True	2018
2VIPU72L6tIR4w8J8ap6Kp	1264	True	2018
17IFY26jZhgQG6mWzCGrTk	1234	True	2018
3wScL5W8H40zzCKN0atfBk	1205	True	2018
698eQRku24PIYPQPHItKlA	1198	True	2018
4PpuH4mxL0rD35mOWaLoKS	1192	True	2018
43ZyHQITOjhciSUUNPVRHc	1175	True	2018
7yotKA30dwTKNEGomV9ZsI	1169	True	2018
1mXVgsBdtIVeCLJnSnmtdV	1165	True	2018
5PTG6rrL6EPFD9E2QMI2pl	1146	True	2018
76cy1WJvNGJTj78UqeA5zr	1108	True	2018
0wbnC9AUenxp613TYaJsGK	1094	True	2018
5p7ujcrUXASCNwRaWNHR1C	1094	True	2018
2hl6q70unbviGo3g1R7uFx	1064	True	2018
33471tzU1VghDg9zNgGRpz	1033	True	2018
0pqnGHJpmpxLKifKRmU6WP	1022	True	2018
1MKZaAEx8RrzoQjHhVuvgs	1020	True	2018
1vNoA9F5ASnlBISFekDmg3	1016	True	2018
79LAFAkR1ATb4iIQvZuCL0	1014	True	2018
47M0FI03QiAuajGEx5h1Pe	1012	True	2018
4T3fNx3CgwDRRYgmFCbD4J	1007	True	2018
3IPkbTA8KkdDXyWtGkfFXa	1004	True	2018
44KKhCyI0BGS6LvVyDqJtH	1001	True	2018
53yTYusPQJ1AApL1hi0Dnc	994	True	2018
4BdGO1CaObRD4La9l5Zanz	990	True	2018
1eFrhAmzoQnTlwvnqvLt7D	983	True	2018
2Kpc6hdJqHCG2tt0JW9pyl	965	True	2018
07FkzikE6FuHIa8Ma7zJGc	910	True	2018
3KkXRkHbMCARz0aVfEt68P	879	True	2018
2A69wys3S9uiPSmn6UZWJn	868	True	2018
32lItqlMi4LBhb4k0BaSaC	866	True	2018
1G4cdOtF36ZCs6i2dZoC87	859	True	2018
3U21A07gAloCc4P7J8rxcn	854	True	2018
5c0Vl3yklw5WX9YI36dPLd	853	True	2018
0bYg9bo50gSsH3LtXe2SQn	834	True	2018
4Vxu50qVrQcycjRyJQaZLC	827	True	2018
1jo3TwNGCXfNdB5uba3ZVv	819	True	2018
0OgGn1ofaj55l2PcihQQGV	818	True	2018
3GJ4hzg4lrGwU51Y3VARbF	816	True	2018
7lAK3oHbfEnvUQWosrMMpR	814	True	2018
7uVkYr8gxcPEgqohvynpdN	806	True	2018
5cF0dROlMOK5uNZtivgu50	801	True	2018
06gD2ZtK3Dzc1BYqWExQJJ	799	True	2018
2GGMabyHXnJmjY6CXhhB2e	795	True	2018
2oPCR02nduYVpj7CTfsA0d	788	True	2018
14mHfNsSHN0FbLftyjrV9g	783	True	2018
7wBJfHzpfI3032CSD7CE2m	779	True	2018
3ZPKocroJIcnHGcnJVlLKD	747	True	2018
7rC5Pl8rQSX4myONQHYPBK	739	True	2018
6V4KHt9xu4TPEnDFoBeacT	737	True	2018
7fCNUWi6uflDTQ08srxMZk	737	True	2018
57IRaiAB4hBZu3gnNVZC0v	737	True	2018
4vaxvNDaLSoD36iZX515ug	731	True	2018
3e9HZxeyfWwjeyPAMmWSSQ	728	True	2018
5274I4mUMnYczyeXkGDWZN	719	True	2018
7B9UAoGiN4iMCv4s40xoiM	713	True	2018
6RSNKGdv3nDTHqgw4bdzyF	701	True	2018
2mfahQ0EaaZWq4cFNg6A1o	693	True	2018
2fQrGHiQOvpL9UgPvtYy6G	693	True	2018
5slddJ629YcePvqD6Uyk8r	689	True	2018
2EjXfH91m7f8HiJN1yQg97	666	True	2018
3VamXAvVMczcS2PTYtPfBQ	654	True	2018
6Poyf51k7W3NKnsGwAI90B	608	True	2018
0KKkJNfGyhkQ5aFogxQAPU	602	True	2018
2VX37A1p7tkvrH2UJwAU0T	587	False	2018
2yLa0QULdQr0qAIvVwN6B5	575	False	2018
5ZpjODX6OH1xZs3AOewTO6	572	False	2018
3aW0ds4A4tSQDIp75FqWTo	566	False	2018
3fpVWegR6YOS1Yk5HSMYIq	560	False	2018
3T6MAweakkNrMYs8jZIWtg	556	False	2018
0Fpen1PTuEnCmOJtUU9Iud	552	False	2018
2VdT56BGpdqNHUgOe1j5vc	542	False	2018
2HWelwHQS4EdRqIycZOc3O	540	False	2018
3A1BaBGT3HgzuDrV9pgX9v	530	False	2018
4CH66Rxcjcj3VBHwmIBj4T	530	False	2018
5hslUAKq9I9CG2bAulFkHN	521	False	2018
6UsoV6X96Rox9mfxoz7SFy	520	False	2018
4PS1e8f2LvuTFgUs1Cn3ON	506	False	2018
6Z924AupOiJLdnAKH6UgCu	503	False	2018
2UciqgwVDwro0fev3MFbxJ	489	False	2018
0MMSmg7zyo6pOKZrfHUOqu	488	False	2018
6tZ3b7ik1QDXFAZlXib0YZ	479	False	2018
3DV49ruvI5Sl6iisPZAc2c	479	False	2018
1qsHYUd2c1wFGcn7e63QmG	479	False	2018
6gU9OKjOE7ghfEd55oRO57	475	False	2018
3dlCF1mzW1UKMOb4b1XN17	457	False	2018
43zdsphuZLzwA9k4DJhU0I	454	False	2018
2yQZwi1P8AkkxxFhQ8rMEK	447	False	2018
6waqLPcT6ruMhmd36OhmFO	446	False	2018
5KhFaq45chTw8RGfWo8T8J	430	False	2018
3z8h0TU7ReDPLIbEnYhWZb	426	False	2018
3nBXOlFTADNvG9nkqy2O2W	426	False	2018
4hxfqUojJ5u9SyAjiXevmy	416	False	2018
6CyJlVAEFlNdpggOLanytL	409	False	2018
3e7Y6sfFlIdBMJhX7wpqVO	409	False	2018
7m9OqQk4RVRkw9JJdeAw96	402	False	2018
52ioLaTnO2J7BWY8UN2n9D	401	False	2018
0tYHqwTW4s6VuPWDSD7n7K	399	False	2018
5vuMtXS5kQ7F0o9V9rG1dG	396	False	2018
5Psnhdkyanjpgc2P8A5TSM	381	False	2018
2jt2WxXMCD4zjACthkJQVE	381	False	2018
2rbDhOo9Fh61Bbu23T2qCk	380	False	2018
609qKv3KPAbdtp0LQH2buA	371	False	2018
58QhkbaAkLFnn7JwAnAato	365	False	2018
5wujBwqG7INdStqGd4tRMX	362	False	2018
63TyoT9Ee03rQxv8xmdJ2l	361	False	2018
2FRnf9qhLbvw8fu4IBXx78	361	False	2018
2DlIwu1iDTILEMXA7MUotn	359	False	2018
79Mjfhh393dZdAsTvUFDR6	358	False	2018
1JbR9RDP3ogVNEWFgNXAjh	357	False	2018
4H7WNRErSbONkM06blBoGc	345	False	2018
1dUHF4RyMmMTveJ0Rby6Xm	341	False	2018
0Qh38w01QRXK6KHIv0e3hb	327	False	2018
1mJMD1VIQ7jWTP9DK2zmY0	308	False	2018
4j3GWI86JvSaF0BLdmgcfF	299	False	2018
4haJoBPbPj9QFKNpp9e8kx	287	False	2018
6vlxmQGwmlyp07YjkugV6K	284	False	2018
0LG2cFomCi8Fb664Lvr3Nu	280	False	2018
2rxQMGVafnNaRaXlRMWPde	278	False	2018
003eoIwxETJujVWmNFMoZy	268	False	2018
3szf2z1Cy1QMrtHrbn8rz9	266	False	2018
3oDkdAySo1VQQG0ptV7uwa	264	False	2018
0iQ77tSa7ncj7zBPtVx6cU	262	False	2018
2gsNpSn7VvvJuSrIDfRoYy	260	False	2018
2qsQ8eVDPmobZpvDxQCVQu	255	False	2018
5ubwXXOsH9bUhZsQ0Cybha	254	False	2018
3EPXxR3ImUwfayaurPi3cm	247	False	2018
0zqy3ss4CwD6u4QPksS0nI	245	False	2018
4H0vNUFcHPz5lytcLjwqkr	241	False	2018
6qNALlmZa1ESnCxJmXE1K9	240	False	2018
5lZZmityu9TAjNvSY6GLhR	239	False	2018
09IOPhEh1OMe0HD9b36FJk	236	False	2018
7zLYKWcXnYeHHWidalz7rj	235	False	2018
1kFBLqkTuNKlspkJ1EOGjN	233	False	2018
7DKS0rX27cCEPsK0R6tFWS	227	False	2018
1k7KigfkZh2Xb6khqV1a0K	224	False	2018
5ffntNJnJOeFv7b7DCd0Bw	221	False	2018
31gpXWZEOgWhkEhyVGuOe2	221	False	2018
1dtIaSlyrLI04sqYa8nLyN	218	False	2018
4n1bdaKwynQndm47x5HqWX	218	False	2018
4UKCKdYiLN6IMA5ZESUTL7	217	False	2018
09iyGiljLWRYXdRazFkdtJ	214	False	2018
5bJ1DrEM4hNCafcDd1oxHx	209	False	2018
49K3jbwZmZKaDGTfjpIVg0	207	False	2018
5aXgz1oKK8Q9z9xvTmSnrO	203	False	2018
2uFaJJtFpPDc5Pa95XzTvg	203	False	2018
1E1uGhNdBe6Dddbgs2KqtZ	203	False	2018
3GVkPk8mqxz0itaAriG1L7	195	False	2018
7taXf5odg9xCAZERYfyOkS	192	False	2018
1D2L6MefbXon28PzIk9I3r	188	False	2018
5w3NgfV8v1nNZFLUBlGHIL	186	False	2018
39jXnbACjiaiTwwhsr5sY5	182	False	2018
6p01Q7WF857BsAsByBXyaG	180	False	2018
7sTtHHrD0zDpmzQzH3zegz	177	False	2018
0bhnUFDQFCEHCBlsQfHnj5	176	False	2018
0Y7di9ZCmB6Elad5WISaPc	176	False	2018
1AT4xjNarTswd0UZ5FlmKF	174	False	2018
5cGpjfgAvidLy6znwkCxkP	170	False	2018
577YBGuskWkVDCxZrLRB4v	170	False	2018
2yg9UN4eo5eMVJ7OB4RWj3	170	False	2018
4mHgYpuGHu99Mw69E83CP2	170	False	2018
3wdfLVUhmX64lIyWIIEW8s	168	False	2018
2XTquzYQAdT1Hk78bOUwsv	158	False	2018
74cVJfmK18rhWnscIpGXjt	158	False	2018
7KZ5MMVgBVox9ycroB2UrI	156	False	2018
2p2cCrOaNrIOLk5ArtlHy6	153	False	2018
3wGXyJGsCf1myH5MooQIqE	153	False	2018
4SZepBIPDRwPaHIjAKwRDb	152	False	2018
4ppTAJUbNXELZcoUaL90wo	152	False	2018
2tPcTFiQF9MbVUyjZ3zDhA	151	False	2018
4h8VwCb1MTGoLKueQ1WgbD	151	False	2018
6cblRiEGDRNZgowcm951R3	150	False	2018
3s7MCdXyWmwjdcWh7GWXas	150	False	2018
1xYpVRspgaLxdJLOTQkTjg	150	False	2018
4HG1YiGBseVKzjyKcmAJen	148	False	2018
0STK94RxUulYqWzwFlyAb5	147	False	2018
0FbSpY8RPxTRxi1Fpj9Dz9	146	False	2018
2MShy1GSSgbmGUxADNIao5	145	False	2018
20MuVazoNMv6xjKPnRFOxG	144	False	2018
6OaVWaGfhXn70ZJfdVcabn	142	False	2018
4c2xt1trwYZpMqPWY35Xi9	140	False	2018
7HdNB8nvJOBwHa8hIkzvxp	140	False	2018
1Tnw0ItH1Macok8gblnPPd	132	False	2018
11kDth1aKUEUMq9r1pqyds	132	False	2018
3pJkBPHadRAxBBo484RipI	131	False	2018
5ASM6Qjiav2xPe7gRkQMsQ	130	False	2018
5HnXcJJbNXQQ7tRlQ9VN1v	130	False	2018
7pdF27mSDuPWhppnHAmWHa	130	False	2018
41a7dZcq30Ss5kPMayWRV0	130	False	2018
25leEEaz1gIpp7o21Fqyjo	129	False	2018
7p2ewixAShLpjDZrnzZK7c	128	False	2018
27a1mYSG5tYg7dmEjWBcmL	128	False	2018
76vMKwFtdDDCLcM6zXybjB	128	False	2018
11L064movtyopGdLiX4sVg	128	False	2018
4RVbK6cV0VqWdpCDcx3hiT	126	False	2018
2WP8G2pdddDmnh1xbfKBOI	120	False	2018
17Yq72h0p15OhCbZ5lJ5gd	118	False	2018
7azo4rpSUh8nXgtonC6Pkq	115	False	2018
58kZ9spgxmlEznXGu6FPdQ	113	False	2018
4qWCFTuNnmGNdY4egtb4ZY	112	False	2018
1ZemPoaj7LBj1RAQrb89EC	110	False	2018
4so0Wek9Ig1p6CRCHuINwW	103	False	2018
1fvCggAYrW0VtCljtqv4h2	96	False	2018
7p4vHnYXkxlzvfePJVpcTr	96	False	2018
1vBeIXlzbAieGoDqInav5j	88	False	2018
2HGymMoOdB4ZYv0AAqYmgF	80	False	2018
6viHvc13l9A6Ua6xugpeX6	79	False	2018
3qmm9AdG0TnShv0drgXNIQ	78	False	2018
39LmTF9RgyakzSYX8txrow	77	False	2018
7gY3cyGcB2wnk2xDXiA0pe	76	False	2018
01jIO8SJFnpSiNLH1JaBZ5	75	False	2018
2cYqizR4lgvp4Qu6IQ3qGN	74	False	2018
7MywASx2OFZngfoORjo1yy	74	False	2018
1Knctxx9vGZxpZfF66BIEa	74	False	2018
0yhxBvedRdGxsPZHJNI4VA	73	False	2018
2GHO21NrpLapnnfx5z2UL6	72	False	2018
5sWbwccBcyHsg5LEKWGZo9	71	False	2018
2fXwCWkh6YG5zU1IyvQrbs	67	False	2018
63SevszngYpZOwf63o61K4	65	False	2018
35KV2Nuib6jPMVN00O8iba	65	False	2018
01TnVDiet1DFTsyWKUKovl	64	False	2018
6jT85s2dZ55HBqjXYi2rfI	62	False	2018
0evt4UZbdhnHtcAnxkm6A1	62	False	2018
0Gl5s8IhMmQE5YQwM8Qx1J	61	False	2018
3T6Lsd2qR4nk92hwxJ5sBW	60	False	2018
6BJbOXDlgVAXSaq6wYFYT2	60	False	2018
60Z57Wdrn0pEVpHI7d7GAX	59	False	2018
4KYS9GK68yeuUJ8vJfPxrq	58	False	2018
7oJrVhiTPZGBXWPwhxjy9S	57	False	2018
1psC5iHzQxaTMZ5dWGfM6I	56	False	2018
2DnH4XlEkghUdE8ymdVom5	54	False	2018
4ylWMuGbMXNDgDd8lErEle	54	False	2018
75nEUfYzeskPFRBQk5BvCg	54	False	2018
6NMtzpDQBTOfJwMzgMX0zl	54	False	2018
3aUFrxO1B8EW63QchEl3wX	54	False	2018
2ZRo7axmMPeSVUvDbGkJah	54	False	2018
0Px86mRlxdB3YqpK6KXWlr	54	False	2018
7uqcLJFlSYjVPLUz1vPxkY	53	False	2018
4MXhiYIRDMGAuvZc5IFTwC	53	False	2018
46pF1zFimM582ss1PrMy68	51	False	2018
4axYWgXASdsCBHuwInAubT	50	False	2018
4SUwJA3eUVNHExxMPEUhQe	50	False	2018
6VLEVV3KmHCiGHrY9qlXqB	50	False	2018
0Nwar8rweBUyfyuoyjjUvk	49	False	2018
6WlxcZKpEV6Bwe9InoVhMp	48	False	2018
7yt6eiZQCkVFEzwGp4Pbor	48	False	2018
58TaFP5j5i9swOf584yon2	48	False	2018
4YwNf1fLZt9IQhJeHNWfBi	48	False	2018
3EQ9QP2E7wjYQba8OSPBst	46	False	2018
2aI2k39nfa3KFsa4JclQzw	46	False	2018
70khXICDeTTxgYtw3EysKH	46	False	2018
5SehvGGC53A7SZKCLXQcyt	46	False	2018
44Du2IM1bGY7dicmLfXbUs	45	False	2018
0MrRAUcB8AZiB9ue2VOBYe	44	False	2018
6pUBrvKfJL4qmn95mxU7rC	44	False	2018
09lmraDvzBT3pUQ2rUtJzK	44	False	2018
0ubdf6zWT1It2saK41SkO0	44	False	2018
0709StHzSeXpdj2zmqF2o2	43	False	2018
5s6pKnF3ZPtuqvEx1i1V7U	42	False	2018
7u90MSvVyEjL0c8icaE7jl	41	False	2018
3EApebexZ7YqDIqw2EMTDh	41	False	2018
2vHfabj6nFebekTYODqntl	40	False	2018
222v3YWai71jHuHjeBCFBs	40	False	2018
45CCe4gu08OYG1I4MH8TU6	40	False	2018
7EgI0dCaQuHFe3OTj5EpWI	39	False	2018
7GRTrWsP3yo2Fx8umJfA1X	39	False	2018
0WdR2AyLW1Drd3OUdwezM0	39	False	2018
378u8gf9qpJ4ZhxHEvrodl	38	False	2018
5lar0mCUejpILVkAz50s2J	37	False	2018
57nOpVSc3j9o03Cr928ZM4	36	False	2018
0QVISdPWRllAmoDBG3DEHU	36	False	2018
1Dk3CfJEtqvj7Xg2AWwfEn	36	False	2018
6cpsixIHI63L0hwh3CwZg3	36	False	2018
7oHkit3F3vimtsBbnZkU0G	34	False	2018
59XHPyb0MTMElZpkG0Wp69	33	False	2018
4KpKyRFwN0gcwj58Uqjv7q	33	False	2018
7J6bnDDitOwfelaJNixHhL	33	False	2018
6vnfObZ4Ys70SBAtti1xZ9	33	False	2018
3s3VVLE1kB7Xk2AoJKlGmr	33	False	2018
4kUZvXB3LC3an3HX6h0s17	32	False	2018
7wC5eZcFS1Q1BsQ35DU6H4	32	False	2018
5p7GiBZNL1afJJDUrOA6C8	31	False	2018
628Ueb4sRiXApObhcU9iPU	30	False	2018
5UVNjOSh27encRBqTpBWup	30	False	2018
1xWH8zYtDeS9mW1JJG23VZ	29	False	2018
33b2wX9d0kxqxhi7lcsC1A	29	False	2018
1bx4Jw8A7GQtImIQGccI6D	28	False	2018
2I3dW2dCBZAJGj5X21E53k	28	False	2018
0aVsVsOYDSEEigiwTrIab9	28	False	2018
0AcicReEGm1qcENjqzh1Tg	28	False	2018
6bGwKHXHNLmTy6yt147FPh	28	False	2018
6RKkHI2fkmgZq7uQPPav8f	28	False	2018
4caEPudXQ1xDd1garjHPFv	28	False	2018
0R6Jlsq25eZB3Wftpxi3oF	28	False	2018
4KTU5aa5s547f1JF5DImhF	28	False	2018
6y4pOReFqH2wzo4CV91cZC	27	False	2018
1GtVGc1UYin3zpMUdNSSpM	27	False	2018
6Gg25EZRbQd4IHiJz2KSY0	27	False	2018
3BUWNzPWz2mDbptZmGEXpB	26	False	2018
4lc61NBCDzy2srBHDQeTfN	25	False	2018
34DFpyq5NJJ79GnGbbJH3p	24	False	2018
68lOQPb5tX8U2cQRuas0L2	23	False	2018
5lf3ajySox32qFvGEf2TFM	22	False	2018
2RSHsoi04658QL5xgQVov3	22	False	2018
4NiehSBQthimPzRsVeOgCT	21	False	2018
68JS5SFTnW5Yv9Vzw81Jf0	21	False	2018
5HeKOKc4phmLn8e4I7EkzD	20	False	2018
6ojicjDYUUoeE1tdSvfFo4	20	False	2018
1XJBDDpeuZaj5fvmwhdIMw	20	False	2018
3EikYy40GMSp8l5mDV6IQo	20	False	2018
1kaxyXcAi5ZHF3Q94QXsHK	20	False	2018
090R9OdFMbQQksvwuXmNEY	19	False	2018
7hdw5gAGMyyn9z0XgfTv1j	19	False	2018
2vs5ubqg8QUbfyWZpMfvWe	19	False	2018
39RWYLt6hgk9BbhkDgaHW9	19	False	2018
6tpHfEM8eaETzlPOARYWfZ	18	False	2018
6XlSyYFTU1nodeWwwzVgTV	18	False	2018
43dOwOq0mB4i6j4SpcSkqC	18	False	2018
1jNg1rfjc7V9wagU9Xjxq2	17	False	2018
5itzep0nGnq7hxCfFNsTIR	17	False	2018
0jqLv5PuEUA0GthFjdtlS1	16	False	2018
4Kw3CztmD15X1QGDnnHmLD	16	False	2018
6Q36XucqrejMId3RydVhch	15	False	2018
4E3qImtJzRqLt8ZZyLceOE	15	False	2018
14kYOiFVPb7E7NfFbqhdln	14	False	2018
6rDaCGqcQB1urhpCrrD599	14	False	2018
25sgk305KZfyuqVBQIahim	14	False	2018
0D5CXSUx8GOCHSY8KWgi9h	14	False	2018
0G9rmRmQDFk9O2tzZLyRkc	14	False	2018
3Ol2xnObFdKV9pmRD2t9x8	14	False	2018
7stcuQtnHL7C6XdPvpwywv	12	False	2018
74ZovzRxHBvCq5yIwe8boh	12	False	2018
5eFfsbjSouG8qOpg9ZqDl6	12	False	2018
7hDVYcQq6MxkdJGweuCtl9	11	False	2018
7g7raxdQpiLZT7aOlib4S1	11	False	2018
0oagwWkGlBoACUuKvTmqZV	11	False	2018
7BXW1QCg56yzEBV8pW8pah	11	False	2018
01z2fBGB8Hl3Jd3zXe4IXR	10	False	2018
6IqEmqDuOVHUQHzYH0pJtu	10	False	2018
5qN4HFkapdAOV94XPryVof	10	False	2018
7cW1wHpSLYgKWzoWlOCPFJ	10	False	2018
05t7JMip6JrLuSrMV5yYjX	10	False	2018
7foypmc7KZyU716Yv63BPe	9	False	2018
4iTyf5pLZMOR8YrEZgSopo	9	False	2018
2EhJijFUs0WUmNClDBpYJq	9	False	2018
7pVzUPjJ83QojsVcOthmxP	8	False	2018
3XF5xLJHOQQRbWya6hBp7d	8	False	2018
4z2XPrpHz1raJibarWFY7Z	8	False	2018
7jr3iPu4O4bTCVwLMbdU2i	8	False	2018
7CkbRn6S0itJqcqn88AtSV	6	False	2018
0ZceYubS95hN72WYE6dyPH	6	False	2018
4fZxGiES1FKbNqJPrI4L3s	4	False	2018
3to5UxKsozb4T6CfwHuhLJ	4	False	2018
52i143Ph5c3RQaQFBXWix1	3	False	2018
3AsNVBJ7LHsltdu9490ZiS	3	False	2018
45RbAX2KxbPdNwUgeYA69j	3	False	2018
1SxagO9GK0UUeEYLmH8Pln	3	False	2018
5gW5dSy3vXJxgzma4rQuzH	2	False	2018
4rBFiGHlaujBGnyQgSdWPh	2	False	2018
1B4gJRq61xTs6r1O0Uq2iY	2	False	2018
27oFpFktCq9JIXjJQRuv7a	2	False	2018
0XOnMqLQDO89iAg7dWWwnG	2	False	2018
7iEoaTyBCqLaAwJnOP1BTn	1	False	2018
3tZs3nVjySLbL320lP4mvs	1	False	2018
4u8Gkqyg87iGSW3hQbbnQZ	1	False	2018
6ufrOaf4v6Qady6GiIpQ0s	1	False	2018
7qiZfU4dY1lWllzX7mPBI3	6125	True	2017
0KKkJNfGyhkQ5aFogxQAPU	5685	True	2017
5uCax9HTNlzGybIStD3vDh	4998	True	2017
0pqnGHJpmpxLKifKRmU6WP	4846	True	2017
7mldq42yDuxiUNn08nvzHO	4626	True	2017
1dNIEtp7AY3oDAKCGg2XkH	4540	True	2017
7KXjTSCq5nL1LoYtL7XAwS	4400	True	2017
152lZdxL1OR0ZMW6KquMif	4192	True	2017
0wXuerDYiBnERgIpbb3JBR	3884	True	2017
6b8Be6ljOzmkOmFslEb23P	3813	True	2017
7GX5flRQZVHRAGd6B4TmDO	3731	True	2017
6PCUP3dWmTjcTtXY02oFdT	3695	True	2017
7JJmb5XwzOO8jgpou264Ml	3589	True	2017
5cF0dROlMOK5uNZtivgu50	3473	True	2017
0VgkVdmE4gld66l8iyGjgx	3310	True	2017
42ydLwx4i5V49RXHOozJZq	3295	True	2017
2cOUlop2ZakjOKe4WinesN	2954	True	2017
1Lm8SfYEBmj1J8GdNUaGEI	2850	True	2017
0xG0SHshCStMEyNbNC5d4k	2753	True	2017
1zB4vmk8tFRmM9UULNzbLB	2619	True	2017
5oO3drDxtziYU2H1X23ZIp	2460	True	2017
3g2qgbWPl8TcgJIkstWpSV	2435	True	2017
6yIdwnpDHufLWgQcveTPMk	2428	True	2017
0SGkqnVQo9KPytSri1H6cF	2396	True	2017
7KOlJ92bu51cltsD9KU5I7	2332	True	2017
6QgjcU0zLnzq5OrUoSZ3OK	2295	True	2017
7gvd8xj4QgPqbQSsn5pV7d	2275	True	2017
2fQrGHiQOvpL9UgPvtYy6G	2265	True	2017
1DA7FEKgQeyRPtU44L5DOf	2170	True	2017
6HZILIRieu8S0iqY8kIKhj	2149	True	2017
15vzANxN8G9wWfwAJLLMCg	2104	True	2017
4Q3N4Ct4zCuIHuZ65E3BD4	2086	True	2017
5mCPDVBb16L4XQwDdbRUpz	2069	True	2017
6gBFPUFcJLzWGx4lenP6h2	2041	True	2017
0AS63m1wHv9n4VVRizK6Hc	2038	True	2017
0pSBuHjILhNEo55xK1zrRt	2032	True	2017
6I6NX6tjGsxFAsIfGzY9lJ	1995	True	2017
0jdny0dhgjUwoIp5GkqEaA	1875	True	2017
6mapJIPnQ23RTAevUoE0DL	1866	True	2017
343YBumqHu19cGoGARUTsd	1863	True	2017
1JbR9RDP3ogVNEWFgNXAjh	1776	True	2017
6i0V12jOa3mr6uu4WYhUBr	1716	True	2017
7i2DJ88J7jQ8K7zqFX2fW8	1708	True	2017
5Z3GHaZ6ec9bsiI5BenrbY	1694	True	2017
0Qh38w01QRXK6KHIv0e3hb	1667	True	2017
2yLa0QULdQr0qAIvVwN6B5	1574	True	2017
1e1JKLEDKP7hEQzJfNAgPl	1466	True	2017
